price,bedrooms,bathrooms,surface,floors,waterfront,view,condition,grade,zipcode,price_per_sqft
314000.0,3,1.75,1620,1.0,0,0,4,7,98059,193.82716049382717
287000.0,4,2.0,1340,1.0,0,0,4,7,98146,214.17910447761193
277000.0,4,1.0,1500,1.5,0,0,3,6,98055,184.66666666666666
337500.0,2,1.0,1300,1.0,0,0,3,7,98116,259.61538461538464
792000.0,4,2.75,3100,2.0,0,0,3,10,98052,255.48387096774192
435000.0,3,2.5,3380,2.0,0,0,3,8,98019,128.698224852071
313100.0,4,2.5,2660,1.0,0,0,4,7,98055,117.70676691729324
575000.0,3,2.25,1700,1.5,0,0,3,7,98117,338.2352941176471
510000.0,4,2.5,1840,1.0,0,2,3,8,98177,277.17391304347825
299950.0,2,1.0,890,1.0,0,0,4,6,98126,337.02247191011236
1028000.0,3,3.0,2800,1.0,0,0,3,9,98199,367.14285714285717
364000.0,4,1.75,2010,1.0,0,0,4,7,98133,181.09452736318408
335000.0,3,1.0,1380,1.0,0,0,5,7,98133,242.7536231884058
219950.0,3,1.0,1210,1.0,0,0,3,6,98198,181.77685950413223
215000.0,3,2.0,1280,1.0,0,0,3,7,98038,167.96875
640000.0,4,2.5,4090,2.0,0,0,4,8,98092,156.479217603912
535000.0,3,1.0,1580,1.0,0,0,3,7,98199,338.60759493670884
253000.0,4,2.0,1910,1.0,0,0,4,7,98003,132.4607329842932
650000.0,2,2.5,1740,2.0,0,2,3,8,98112,373.5632183908046
672000.0,3,2.25,1130,1.5,0,0,4,8,98117,594.6902654867257
606000.0,3,1.75,1970,1.0,0,3,4,8,98177,307.61421319796955
292000.0,3,2.25,1780,1.0,0,0,3,8,98059,164.04494382022472
289950.0,3,2.0,1670,1.0,0,0,3,8,98030,173.62275449101796
257500.0,4,1.5,1360,1.0,0,0,4,7,98023,189.33823529411765
380000.0,3,2.5,1840,1.0,0,0,3,7,98133,206.52173913043478
360000.0,3,1.75,1255,3.0,0,0,3,8,98103,286.85258964143424
269500.0,3,1.75,1840,1.0,0,0,4,7,98031,146.4673913043478
449000.0,4,2.5,2960,2.0,0,0,3,9,98038,151.6891891891892
375000.0,4,1.5,1430,1.5,0,0,3,7,98125,262.23776223776224
810000.0,4,2.5,3480,2.0,0,0,3,11,98072,232.75862068965517
994000.0,5,3.25,4260,2.0,0,0,3,10,98074,233.33333333333334
275000.0,5,2.25,1820,1.0,0,0,4,7,98031,151.0989010989011
300000.0,2,1.0,1290,2.0,0,0,3,7,98053,232.5581395348837
380000.0,5,2.5,2130,2.0,0,0,3,7,98168,178.4037558685446
200000.0,3,2.0,1170,1.0,0,0,4,7,98198,170.94017094017093
635000.0,3,3.5,1730,3.0,0,0,3,9,98102,367.05202312138726
280000.0,2,1.0,880,1.0,0,0,3,6,98126,318.1818181818182
574000.0,3,2.5,2380,2.0,0,0,3,8,98065,241.1764705882353
1050000.0,4,1.0,1330,1.0,0,0,3,6,98004,789.4736842105264
545000.0,3,2.25,1780,2.0,0,2,3,8,98045,306.17977528089887
271950.0,3,1.5,1220,1.0,0,0,4,7,98006,222.90983606557376
630000.0,5,1.75,2490,1.0,0,2,4,8,98023,253.0120481927711
400000.0,2,1.0,1180,1.0,0,0,3,7,98011,338.9830508474576
334000.0,4,2.5,2310,2.0,0,0,3,8,98092,144.5887445887446
332500.0,4,2.0,1440,2.0,0,0,4,7,98144,230.90277777777777
525000.0,2,1.5,1620,2.0,0,0,3,9,98144,324.0740740740741
408000.0,3,2.5,2620,2.0,0,0,3,8,98038,155.72519083969465
846450.0,4,2.5,3710,2.0,0,0,3,9,98029,228.15363881401618
411100.0,3,1.5,1040,1.0,0,0,4,7,98005,395.28846153846155
409124.0,5,3.25,3320,2.0,0,0,4,8,98042,123.23012048192771
335950.0,2,1.5,800,1.0,0,0,5,7,98146,419.9375
480000.0,5,2.5,2040,1.0,0,0,4,7,98052,235.2941176470588
280000.0,2,1.75,1960,1.0,0,0,3,7,98031,142.85714285714286
668000.0,4,2.5,2670,2.0,0,0,3,8,98075,250.18726591760299
750000.0,4,2.5,2930,2.0,0,0,3,8,98034,255.9726962457338
394475.0,2,1.0,830,1.0,0,0,3,6,98117,475.2710843373494
848000.0,5,1.75,2290,2.0,0,0,3,7,98105,370.3056768558952
675000.0,3,1.5,2510,2.5,0,0,4,8,98112,268.9243027888446
175000.0,3,1.0,1280,1.0,0,0,4,6,98058,136.71875
560000.0,4,1.5,1810,1.0,0,1,3,8,98136,309.3922651933702
538888.0,5,2.75,2080,2.0,0,0,3,8,98074,259.08076923076925
359000.0,4,1.75,1680,2.0,0,0,3,8,98166,213.6904761904762
300000.0,3,2.25,1660,2.0,0,0,3,7,98019,180.72289156626505
273000.0,3,2.5,1650,2.0,0,0,4,7,98030,165.45454545454547
670000.0,3,2.5,1420,2.0,0,0,3,9,98102,471.83098591549293
530000.0,4,2.25,2240,1.0,0,0,3,8,98074,236.60714285714286
625000.0,3,1.5,1230,1.0,0,0,3,7,98103,508.130081300813
248000.0,3,1.0,1260,1.0,0,0,4,6,98198,196.82539682539684
533000.0,3,2.5,2060,2.0,0,0,3,8,98029,258.7378640776699
549950.0,4,3.5,3090,1.0,0,0,3,8,98034,177.97734627831716
485000.0,4,1.75,3220,1.0,0,0,4,8,98177,150.62111801242236
353500.0,3,2.5,2020,2.0,0,0,3,7,98038,175.0
435000.0,2,1.75,1910,1.0,0,0,3,9,98074,227.74869109947645
241000.0,3,1.0,1150,1.0,0,0,3,6,98178,209.56521739130434
885000.0,4,2.75,2730,1.5,0,0,3,8,98115,324.1758241758242
799200.0,6,3.0,2890,2.5,0,0,3,7,98102,276.53979238754323
760000.0,3,2.5,2280,1.0,0,0,4,8,98005,333.3333333333333
270000.0,2,1.0,1040,1.0,0,0,3,6,98118,259.61538461538464
675000.0,4,1.75,2440,1.0,0,0,4,9,98052,276.6393442622951
499000.0,3,2.5,1720,1.0,0,0,4,8,98052,290.1162790697674
1202500.0,3,2.5,3430,1.5,0,0,3,10,98033,350.58309037900875
320000.0,4,2.5,2570,2.0,0,0,3,8,98038,124.5136186770428
890000.0,4,3.25,4360,1.0,0,0,3,10,98038,204.12844036697248
275000.0,4,2.75,2060,1.0,0,0,3,7,98001,133.49514563106797
490000.0,4,2.5,3020,2.0,0,0,4,10,98042,162.25165562913907
550000.0,3,2.5,2340,1.5,0,0,3,7,98122,235.04273504273505
390000.0,5,2.0,2400,1.0,0,0,5,7,98056,162.5
277000.0,3,2.25,1610,1.0,0,0,4,7,98032,172.0496894409938
236000.0,3,1.75,1090,1.0,0,0,3,7,98003,216.5137614678899
265953.0,3,1.75,1470,1.0,0,0,4,7,98092,180.9204081632653
545000.0,3,2.25,1670,1.0,0,0,4,8,98008,326.34730538922156
535000.0,3,2.5,1850,2.0,0,0,3,8,98034,289.18918918918916
1450000.0,3,2.75,3940,1.0,0,4,5,9,98006,368.02030456852793
490000.0,4,3.0,2330,2.0,0,0,3,9,98108,210.30042918454936
319950.0,4,2.5,2020,1.5,0,0,4,6,98065,158.3910891089109
625000.0,3,1.5,1300,1.0,0,0,5,7,98033,480.7692307692308
248000.0,3,1.0,1180,1.0,0,0,4,7,98031,210.16949152542372
475000.0,3,1.75,1320,1.0,0,0,3,8,98007,359.8484848484849
410000.0,6,2.75,2520,1.0,0,0,4,7,98155,162.6984126984127
670000.0,3,2.5,1680,3.0,0,0,3,9,98105,398.8095238095238
430000.0,3,2.5,2000,2.0,0,0,3,7,98027,215.0
313000.0,2,1.0,1180,1.0,0,0,5,6,98027,265.2542372881356
950000.0,3,3.25,3330,2.5,0,0,3,9,98040,285.2852852852853
751750.0,2,2.0,1880,1.5,0,0,3,8,98112,399.8670212765957
760000.0,4,2.5,2990,2.0,0,0,3,9,98027,254.18060200668896
310650.0,3,1.75,1510,1.0,0,0,4,7,98059,205.72847682119206
367500.0,4,3.0,3110,2.0,0,0,3,8,98092,118.16720257234726
580000.0,4,2.5,2150,2.0,0,0,3,8,98115,269.7674418604651
580000.0,3,2.25,1900,1.5,0,0,3,8,98122,305.2631578947368
665000.0,4,2.5,2720,2.0,0,0,3,10,98074,244.48529411764707
239950.0,3,2.25,1560,2.0,0,0,4,7,98001,153.81410256410257
470000.0,4,2.5,1990,2.0,0,0,3,8,98155,236.18090452261308
733000.0,3,1.75,1740,1.0,0,0,5,8,98115,421.264367816092
250000.0,4,2.0,2130,1.0,0,0,3,7,98031,117.37089201877934
402000.0,4,1.75,1510,1.0,0,0,5,7,98133,266.2251655629139
295000.0,5,3.5,2100,2.0,0,0,3,7,98178,140.47619047619048
355000.0,5,2.5,2344,1.0,0,0,4,8,98023,151.4505119453925
289000.0,3,1.5,1970,1.0,0,0,4,6,98058,146.7005076142132
376000.0,3,2.25,1470,2.0,0,2,3,7,98133,255.78231292517006
212700.0,2,1.0,940,1.0,0,0,3,7,98126,226.27659574468086
325000.0,3,1.75,1780,1.0,0,0,4,9,98042,182.58426966292134
415000.0,4,2.5,2230,2.0,0,0,3,7,98019,186.09865470852017
935000.0,3,2.5,3570,1.0,0,0,4,8,98177,261.9047619047619
372000.0,3,2.5,1920,2.0,0,0,3,7,98019,193.75
240000.0,3,1.5,1290,1.0,0,0,3,7,98168,186.04651162790697
334950.0,3,1.75,1880,1.0,0,0,5,7,98059,178.16489361702128
426500.0,4,2.5,2960,2.0,0,0,3,9,98038,144.08783783783784
430000.0,2,1.75,1840,1.0,0,2,3,8,98166,233.69565217391303
400000.0,3,1.5,1890,1.0,0,0,3,7,98118,211.64021164021165
455850.0,3,2.25,1820,1.0,0,0,4,7,98108,250.46703296703296
400000.0,3,1.75,1530,1.0,0,0,3,7,98028,261.437908496732
397500.0,3,1.0,1030,1.0,0,0,4,7,98006,385.92233009708735
755000.0,3,2.5,2000,3.0,0,0,3,8,98109,377.5
287000.0,5,1.5,1730,1.0,0,0,3,7,98058,165.89595375722544
480000.0,4,2.5,3620,2.0,0,0,3,9,98038,132.59668508287294
490000.0,3,2.5,2040,2.0,0,0,3,8,98045,240.19607843137254
365000.0,3,2.5,2640,2.0,0,0,3,8,98058,138.25757575757575
260000.0,3,2.5,1600,2.0,0,0,3,7,98056,162.5
505000.0,4,1.0,1480,1.5,0,0,4,7,98133,341.2162162162162
260000.0,2,1.0,700,1.0,0,0,3,7,98122,371.42857142857144
430000.0,2,1.0,700,1.0,0,0,3,7,98122,614.2857142857143
905000.0,4,2.5,3520,2.0,0,0,4,10,98027,257.10227272727275
440000.0,3,2.0,1650,2.0,0,0,4,8,98052,266.6666666666667
439500.0,4,1.0,1360,1.5,0,0,3,7,98115,323.1617647058824
270000.0,3,2.0,1350,1.0,0,0,5,6,98056,200.0
306500.0,3,2.5,1970,2.0,0,0,4,7,98042,155.58375634517768
380000.0,3,2.0,1470,2.0,0,0,3,8,98126,258.5034013605442
215000.0,4,1.75,1610,1.0,0,0,5,7,98042,133.54037267080744
299900.0,2,1.0,810,1.0,0,0,3,7,98133,370.24691358024694
1450000.0,4,3.5,2820,2.0,0,0,3,10,98004,514.1843971631206
239950.0,3,1.0,1900,1.5,0,0,4,5,98001,126.28947368421052
494000.0,4,2.5,1830,1.0,0,0,4,8,98177,269.94535519125685
317500.0,4,1.5,1730,1.0,0,0,4,7,98059,183.52601156069363
670000.0,4,2.5,2110,2.0,0,0,4,7,98033,317.53554502369667
650000.0,3,2.5,3060,2.0,0,2,3,9,98065,212.41830065359477
852000.0,4,2.5,2620,2.0,0,0,3,8,98118,325.19083969465646
250000.0,2,1.5,1088,2.0,0,0,3,7,98034,229.77941176470588
264950.0,3,1.5,1400,1.0,0,0,4,7,98055,189.25
582500.0,2,2.0,1540,1.0,0,0,5,7,98177,378.24675324675326
384000.0,3,2.5,1540,2.0,0,0,3,7,98144,249.35064935064935
817000.0,3,1.5,2310,1.5,0,0,3,8,98119,353.67965367965365
320000.0,4,1.75,1730,1.0,0,0,4,7,98059,184.97109826589596
445800.0,4,2.25,2070,1.0,0,0,3,8,98155,215.36231884057972
263300.0,2,1.0,900,1.0,0,0,3,7,98118,292.55555555555554
215000.0,3,1.0,860,1.0,0,0,3,6,98133,250.0
842500.0,5,4.0,2980,1.5,0,0,3,7,98115,282.71812080536915
850000.0,5,4.0,2980,1.5,0,0,3,7,98115,285.23489932885906
386000.0,5,2.5,2740,2.0,0,0,3,7,98031,140.87591240875912
251100.0,4,2.5,1790,2.0,0,0,3,7,98030,140.27932960893855
435000.0,3,1.75,1750,1.0,0,0,3,7,98072,248.57142857142858
870000.0,4,4.0,3610,2.0,0,0,3,10,98075,240.9972299168975
800000.0,6,1.0,1430,2.0,0,0,3,7,98004,559.4405594405595
555000.0,3,1.75,1570,1.0,0,0,4,7,98052,353.5031847133758
280000.0,2,1.0,2280,2.0,0,0,3,7,98136,122.80701754385964
356000.0,3,1.0,940,1.0,0,0,3,6,98107,378.72340425531917
675000.0,4,2.5,2920,2.0,0,4,3,9,98065,231.16438356164383
605000.0,4,2.25,2260,2.0,0,0,3,9,98074,267.6991150442478
690500.0,5,2.0,2000,1.5,0,2,4,7,98112,345.25
437000.0,2,1.75,1440,1.0,0,0,3,8,98053,303.47222222222223
850000.0,5,2.0,2310,1.5,0,0,4,8,98004,367.965367965368
350000.0,4,2.25,2300,1.5,0,0,4,7,98144,152.17391304347825
480000.0,2,2.25,1490,1.5,0,0,3,8,98108,322.1476510067114
379500.0,3,2.25,1830,2.0,0,0,3,8,98059,207.37704918032787
600000.0,5,4.5,4440,2.0,0,0,3,10,98168,135.13513513513513
1436000.0,4,3.5,4970,2.0,0,3,4,11,98006,288.93360160965796
303000.0,2,1.5,1000,2.0,0,0,3,7,98144,303.0
800000.0,4,2.5,4940,1.0,0,4,3,9,98178,161.94331983805668
549000.0,2,2.0,1980,1.5,0,0,5,7,98103,277.27272727272725
324950.0,3,2.5,1560,1.0,0,0,3,7,98188,208.30128205128204
170000.0,2,1.0,870,1.0,0,0,3,6,98168,195.4022988505747
178000.0,3,1.0,840,1.0,0,0,5,6,98042,211.9047619047619
144000.0,3,1.0,1250,1.0,0,0,3,6,98058,115.2
258000.0,2,1.0,750,1.0,0,0,3,6,98024,344.0
345000.0,3,1.75,710,1.0,0,0,4,6,98126,485.9154929577465
470000.0,3,1.75,2290,1.0,0,0,3,8,98155,205.24017467248908
350000.0,3,1.5,980,1.0,0,0,5,7,98034,357.14285714285717
225500.0,2,1.75,1590,1.0,0,0,4,7,98002,141.8238993710692
473000.0,2,1.0,940,1.0,0,0,3,6,98199,503.1914893617021
279000.0,3,1.75,1750,1.0,0,0,3,7,98198,159.42857142857142
470000.0,3,1.0,1460,1.0,0,0,3,6,98125,321.9178082191781
565000.0,3,1.75,1540,1.0,0,0,4,6,98105,366.8831168831169
695000.0,3,2.0,2560,1.0,0,1,4,8,98136,271.484375
315000.0,3,1.75,1660,1.0,0,0,4,7,98022,189.75903614457832
529000.0,3,2.5,1880,2.0,0,0,3,8,98029,281.3829787234043
750000.0,5,3.75,3500,1.5,0,0,3,8,98053,214.28571428571428
481500.0,3,2.25,1840,2.0,0,0,3,7,98034,261.6847826086956
211000.0,3,2.0,1060,1.0,0,0,3,7,98038,199.0566037735849
455000.0,3,2.25,1790,1.0,0,0,3,7,98034,254.18994413407822
238950.0,2,1.0,810,1.0,0,0,3,5,98055,295.0
722500.0,4,3.5,2600,2.0,0,0,3,8,98117,277.88461538461536
795000.0,4,2.5,3230,1.0,0,3,4,8,98075,246.13003095975233
327500.0,4,2.25,2240,2.0,0,0,3,8,98032,146.20535714285714
585000.0,4,3.0,3400,2.0,0,0,3,9,98038,172.05882352941177
775000.0,4,2.0,3140,1.0,0,1,3,7,98199,246.81528662420382
645000.0,4,2.5,2780,2.0,0,0,3,8,98075,232.01438848920864
445000.0,4,2.75,2320,1.0,0,0,3,8,98133,191.81034482758622
257950.0,3,1.75,1370,1.0,0,0,3,7,98198,188.28467153284672
375000.0,5,1.75,2230,1.0,0,0,3,7,98178,168.16143497757847
245000.0,3,2.5,1610,2.0,0,0,3,7,98030,152.17391304347825
725000.0,3,2.5,3410,2.0,0,0,3,11,98042,212.60997067448682
702000.0,4,2.5,2810,2.0,0,0,3,9,98074,249.8220640569395
330000.0,3,1.75,1850,2.0,0,0,3,6,98059,178.3783783783784
940000.0,3,1.5,1790,1.5,0,0,3,8,98119,525.1396648044692
354500.0,3,1.0,1150,1.5,0,0,4,7,98155,308.2608695652174
279950.0,4,2.75,2420,1.5,0,0,4,7,98002,115.68181818181819
284000.0,3,2.25,1580,1.0,0,0,4,7,98038,179.74683544303798
480000.0,5,2.0,1760,1.0,0,1,3,8,98028,272.72727272727275
647500.0,5,2.0,1760,1.0,0,1,3,8,98028,367.89772727272725
625000.0,3,2.5,2750,2.0,0,0,3,9,98077,227.27272727272728
152000.0,3,1.0,920,1.0,0,0,4,7,98042,165.2173913043478
322000.0,3,1.0,960,1.0,0,0,3,7,98034,335.4166666666667
445000.0,3,1.75,1120,1.0,0,0,4,7,98107,397.32142857142856
595000.0,3,1.0,1560,1.5,0,0,4,7,98144,381.4102564102564
165000.0,3,1.0,1380,1.0,0,0,3,7,98055,119.56521739130434
278500.0,4,2.5,1940,2.0,0,0,3,7,98023,143.55670103092783
517500.0,3,1.75,1810,1.0,0,0,3,8,98027,285.91160220994476
343566.0,2,1.0,1100,1.0,0,0,3,7,98136,312.33272727272725
286285.0,4,2.25,1980,1.0,0,0,3,7,98002,144.58838383838383
474905.0,4,1.5,1340,1.0,0,0,5,6,98008,354.40671641791045
550000.0,3,1.75,1680,1.0,0,0,4,7,98126,327.3809523809524
286000.0,4,2.5,2060,2.0,0,0,3,6,98001,138.83495145631068
900000.0,3,3.25,2620,1.0,0,0,4,8,98004,343.51145038167937
449950.0,3,2.25,1610,2.0,0,0,3,7,98029,279.472049689441
259000.0,4,1.5,1490,2.0,0,0,3,7,98198,173.8255033557047
340000.0,3,2.25,1900,1.0,0,0,3,7,98058,178.94736842105263
785000.0,4,2.5,3440,2.0,0,0,3,9,98053,228.19767441860466
490000.0,2,1.0,1840,1.5,0,0,4,6,98107,266.30434782608694
344950.0,4,2.0,2330,1.0,0,0,4,7,98030,148.04721030042919
950000.0,3,2.0,2250,2.0,0,0,4,9,98112,422.22222222222223
810000.0,4,1.75,2000,1.0,0,4,4,7,98116,405.0
998160.0,2,2.5,3010,1.0,0,3,4,9,98006,331.6146179401993
377000.0,3,1.75,1680,1.0,0,0,3,8,98056,224.4047619047619
595000.0,3,2.0,1530,1.0,0,0,4,8,98033,388.8888888888889
313300.0,2,1.0,970,1.0,0,0,3,6,98116,322.9896907216495
360000.0,5,1.75,1550,1.5,0,0,4,7,98108,232.25806451612902
188000.0,3,1.75,1660,1.0,0,0,2,8,98023,113.25301204819277
755000.0,3,2.5,3680,1.5,0,0,3,9,98014,205.16304347826087
1289000.0,5,3.5,3210,2.0,0,2,3,10,98117,401.55763239875387
455000.0,3,1.0,1480,2.5,0,0,3,6,98027,307.43243243243245
817500.0,5,3.5,3600,2.0,0,3,3,10,98052,227.08333333333334
550000.0,3,2.25,1700,3.0,0,0,3,8,98103,323.52941176470586
260000.0,3,1.75,1680,1.0,0,0,3,8,98023,154.76190476190476
320000.0,3,2.0,1550,1.5,0,0,3,7,98045,206.4516129032258
1153000.0,3,3.25,3780,1.0,0,1,3,11,98006,305.02645502645504
362000.0,4,2.5,2360,1.0,0,0,3,7,98125,153.38983050847457
503500.0,3,2.5,1810,2.0,0,0,3,7,98199,278.1767955801105
653000.0,3,2.5,2290,2.0,0,0,3,9,98029,285.1528384279476
760000.0,4,2.75,3370,2.0,0,0,3,10,98077,225.5192878338279
775000.0,4,1.75,2090,1.0,0,0,4,7,98117,370.8133971291866
1339000.0,4,3.75,2130,1.5,1,4,3,9,98136,628.6384976525821
417500.0,5,1.75,2060,1.0,0,0,4,7,98177,202.66990291262135
525000.0,3,1.5,1560,1.0,0,0,4,7,98052,336.53846153846155
217000.0,2,1.0,730,1.0,0,1,3,4,98198,297.26027397260276
525000.0,4,2.75,2910,1.0,0,0,3,8,98011,180.41237113402062
442500.0,4,2.25,2490,1.0,0,0,3,7,98155,177.710843373494
525000.0,4,1.75,1710,1.0,0,0,4,7,98006,307.0175438596491
425500.0,4,1.75,1520,1.0,0,0,4,7,98034,279.9342105263158
710000.0,3,2.75,2930,2.0,0,2,3,8,98024,242.320819112628
545000.0,4,3.0,3160,1.0,0,3,3,8,98070,172.46835443037975
410000.0,5,2.75,2910,1.5,0,0,4,8,98058,140.89347079037802
245000.0,3,2.25,1700,1.0,0,0,3,7,98038,144.11764705882354
194900.0,2,1.0,810,1.0,0,0,4,6,98002,240.6172839506173
284000.0,4,2.5,2000,2.0,0,0,3,7,98042,142.0
280000.0,2,1.75,1894,1.5,0,0,4,6,98001,147.8352692713833
280000.0,3,1.75,2080,1.0,0,0,3,6,98014,134.6153846153846
360000.0,4,2.0,1730,1.0,0,0,5,7,98106,208.09248554913296
405000.0,2,1.0,720,1.0,0,0,3,6,98199,562.5
865000.0,4,2.5,3560,2.0,0,0,3,10,98075,242.97752808988764
483300.0,4,2.0,1210,1.0,0,0,4,7,98006,399.42148760330576
355000.0,4,2.5,2130,2.0,0,0,4,8,98092,166.66666666666666
274950.0,3,2.25,1570,1.0,0,0,3,7,98038,175.12738853503186
755000.0,3,3.25,3450,2.0,0,0,3,11,98166,218.84057971014494
309212.0,3,1.75,1150,1.0,0,0,3,7,98045,268.88
219950.0,3,2.25,1500,1.0,0,0,3,7,98023,146.63333333333333
690000.0,3,2.5,1300,1.5,0,0,4,7,98117,530.7692307692307
250800.0,3,1.75,1290,1.0,0,0,3,6,98106,194.41860465116278
557500.0,3,2.0,2510,1.0,0,2,3,9,98038,222.11155378486055
941000.0,4,1.75,2320,1.5,0,0,5,8,98105,405.6034482758621
305000.0,4,2.75,2030,1.0,0,0,4,7,98042,150.2463054187192
815000.0,4,1.5,2060,1.0,0,0,4,8,98004,395.63106796116506
1015000.0,3,2.5,2920,1.0,0,4,4,9,98116,347.6027397260274
1240000.0,4,3.0,3330,1.5,0,3,5,9,98144,372.37237237237235
535000.0,3,2.5,2110,2.0,0,0,3,9,98056,253.55450236966826
775000.0,3,1.0,1175,1.0,0,0,4,6,98004,659.5744680851063
255000.0,3,2.0,1590,1.0,0,0,3,7,98042,160.37735849056602
327000.0,2,1.0,1070,1.0,0,0,3,7,98155,305.60747663551405
560000.0,4,2.0,2720,2.0,0,3,3,8,98003,205.88235294117646
1339000.0,4,3.5,2980,2.0,0,3,3,9,98033,449.3288590604027
199500.0,3,1.75,1160,1.0,0,0,4,7,98042,171.98275862068965
760000.0,4,2.5,3580,2.0,0,0,3,9,98038,212.2905027932961
439000.0,3,2.25,3020,3.0,0,2,3,8,98108,145.36423841059602
527000.0,4,2.25,2380,1.0,0,0,4,7,98008,221.42857142857142
199950.0,3,2.75,2270,1.5,0,0,4,6,98022,88.08370044052863
254000.0,3,2.25,1660,2.0,0,0,4,7,98042,153.0120481927711
393000.0,2,1.0,830,1.0,0,0,4,7,98103,473.49397590361446
585000.0,5,2.25,2480,1.0,0,0,4,8,98011,235.88709677419354
450000.0,2,2.0,1900,1.0,0,0,4,7,98126,236.8421052631579
565000.0,2,1.75,1670,1.0,0,0,3,9,98029,338.32335329341316
330000.0,5,2.25,2000,1.0,0,0,4,7,98188,165.0
870000.0,3,2.0,2320,1.5,0,0,3,9,98074,375.0
585000.0,4,2.5,1860,1.0,0,0,4,8,98008,314.51612903225805
500000.0,3,2.5,2110,2.0,0,3,3,9,98092,236.96682464454977
225000.0,3,2.0,1400,1.0,0,0,3,7,98058,160.71428571428572
295000.0,3,2.0,1400,1.0,0,0,3,7,98058,210.71428571428572
775000.0,3,2.75,2850,1.0,0,0,4,9,98006,271.9298245614035
280000.0,3,1.0,1370,1.0,0,0,3,7,98045,204.37956204379563
539000.0,3,2.5,2170,1.5,0,0,5,7,98103,248.38709677419354
567500.0,3,1.75,2570,1.0,0,2,4,8,98166,220.8171206225681
442500.0,4,2.25,1970,1.0,0,0,3,8,98125,224.61928934010152
598200.0,5,3.75,2980,3.0,0,0,3,8,98118,200.73825503355704
610000.0,4,2.5,2300,2.0,0,0,5,8,98033,265.2173913043478
544900.0,3,2.5,1990,2.0,0,0,3,8,98075,273.81909547738695
557500.0,4,2.5,2390,2.0,0,0,3,8,98072,233.26359832635984
532500.0,3,2.5,2160,1.0,0,1,3,7,98074,246.52777777777777
1350000.0,4,3.25,3300,2.0,0,0,5,10,98040,409.09090909090907
750000.0,3,2.0,1840,1.0,0,0,3,7,98112,407.60869565217394
530000.0,3,2.5,2030,2.0,0,0,3,8,98052,261.0837438423645
346100.0,3,2.5,1400,2.0,0,0,3,7,98136,247.21428571428572
260000.0,4,2.25,2320,2.0,0,0,4,9,98092,112.06896551724138
365000.0,3,1.75,1410,1.0,0,0,5,7,98006,258.86524822695037
615000.0,3,2.0,1860,1.0,0,0,4,7,98075,330.64516129032256
318400.0,4,2.5,1820,2.0,0,0,3,7,98038,174.94505494505495
498500.0,4,2.5,1910,2.0,0,0,3,8,98155,260.9947643979058
450000.0,3,1.75,1540,1.0,0,0,5,7,98034,292.2077922077922
200000.0,3,2.0,1430,1.0,0,0,4,7,98092,139.86013986013987
234000.0,3,1.0,1010,1.0,0,0,5,7,98042,231.68316831683168
121800.0,2,1.0,940,1.0,0,0,3,5,98146,129.5744680851064
805000.0,3,2.75,2600,1.5,0,2,5,8,98116,309.61538461538464
410000.0,4,2.25,2060,1.0,0,0,3,8,98155,199.02912621359224
475000.0,3,2.5,1920,2.0,0,0,3,8,98034,247.39583333333334
1337500.0,4,2.5,2900,2.0,0,0,3,11,98199,461.2068965517241
269000.0,1,1.0,1020,1.0,0,0,3,7,98106,263.72549019607845
573000.0,4,2.25,2150,2.0,0,0,4,8,98052,266.51162790697674
330000.0,3,2.5,1660,2.0,0,0,3,7,98108,198.79518072289156
252750.0,4,1.0,1230,1.5,0,0,3,7,98166,205.4878048780488
745000.0,2,2.5,2170,1.0,0,0,3,8,98053,343.31797235023043
280000.0,3,2.0,1280,1.0,0,0,3,7,98038,218.75
535000.0,4,2.5,2240,1.0,0,0,5,8,98146,238.83928571428572
580000.0,4,1.5,1780,1.0,0,0,3,7,98115,325.8426966292135
301000.0,3,1.75,1840,1.0,0,0,4,7,98055,163.58695652173913
600000.0,4,1.75,1740,1.0,0,0,5,7,98008,344.82758620689657
538900.0,5,3.0,3040,2.0,0,0,3,9,98106,177.26973684210526
366000.0,3,2.5,2370,2.0,0,0,3,8,98038,154.43037974683546
303000.0,4,2.5,2100,2.0,0,0,3,8,98042,144.28571428571428
432000.0,3,2.25,1470,2.0,0,0,3,8,98136,293.8775510204082
300000.0,2,1.5,1300,1.0,0,0,3,6,98146,230.76923076923077
908800.0,3,3.0,3420,2.0,0,0,4,8,98144,265.7309941520468
500000.0,3,1.5,1190,1.0,0,0,3,7,98107,420.16806722689074
254000.0,5,2.0,2080,1.0,0,0,5,7,98001,122.11538461538461
470000.0,5,1.5,2180,1.5,0,0,4,7,98117,215.59633027522935
480000.0,3,2.0,1460,1.0,0,0,5,7,98008,328.7671232876712
536000.0,3,1.75,1530,1.0,0,0,4,7,98033,350.3267973856209
1349000.0,4,3.5,4740,2.0,0,3,3,11,98027,284.59915611814347
550000.0,3,2.25,1980,1.0,0,0,4,8,98052,277.77777777777777
260000.0,3,1.75,1710,1.0,0,0,4,7,98023,152.046783625731
284900.0,2,1.5,1160,2.0,0,0,3,7,98155,245.60344827586206
740000.0,3,2.5,2200,2.0,0,0,3,9,98109,336.3636363636364
425000.0,2,1.0,1170,1.0,0,0,4,7,98136,363.2478632478632
230000.0,3,1.0,1120,1.0,0,0,3,7,98146,205.35714285714286
675000.0,3,1.5,1710,2.0,0,0,3,8,98116,394.7368421052632
